Standard Report - Imports,,,
Current date: 11/21/2025 5:25 PM (Eastern Standard Time),,,
Measures: Customs Value (Gen) ($US),,,
Commodity,Country,Time,Customs Value (Gen) ($US)
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-17,"2,722,298,929"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Sep-17,"2,592,461,881"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Oct-17,"2,872,757,742"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Nov-17,"2,672,995,746"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Dec-17,"2,243,247,523"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,2018,"33,705,539,738"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jan-18,"2,684,299,531"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Feb-18,"2,705,580,137"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Mar-18,"3,001,090,386"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Apr-18,"2,891,162,862"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,May-18,"2,798,326,469"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jun-18,"2,702,134,657"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jul-18,"2,450,844,524"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-18,"3,029,054,305"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Sep-18,"2,863,209,763"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Oct-18,"3,262,289,703"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Nov-18,"2,912,912,143"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Dec-18,"2,404,635,258"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,2019,"34,368,738,356"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jan-19,"2,777,173,921"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Feb-19,"2,779,336,084"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Mar-19,"3,036,825,542"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Apr-19,"2,861,539,228"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,May-19,"3,026,324,711"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jun-19,"2,822,008,461"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jul-19,"2,807,790,167"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-19,"3,220,241,582"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Sep-19,"2,903,229,166"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Oct-19,"2,778,531,944"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Nov-19,"2,942,637,005"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Dec-19,"2,413,100,545"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,2020,"29,733,519,879"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jan-20,"2,914,091,833"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Feb-20,"3,039,208,526"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Mar-20,"2,504,845,613"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Apr-20,"290,246,897"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,May-20,"569,055,791"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jun-20,"2,293,103,457"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jul-20,"2,866,539,944"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-20,"3,078,675,839"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Sep-20,"3,109,781,350"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Oct-20,"3,328,156,167"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Nov-20,"3,047,867,199"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Dec-20,"2,691,947,263"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,2021,"34,882,678,791"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jan-21,"2,873,723,027"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Feb-21,"2,782,585,984"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Mar-21,"3,407,964,116"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Apr-21,"2,803,724,288"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,May-21,"2,731,860,660"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jun-21,"2,856,867,062"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jul-21,"2,746,680,988"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-21,"3,080,659,440"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Sep-21,"2,774,748,357"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Oct-21,"3,061,365,134"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Nov-21,"3,025,720,042"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Dec-21,"2,736,779,693"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,2022,"41,316,928,697"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jan-22,"2,970,011,018"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Feb-22,"3,072,356,181"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Mar-22,"3,810,425,973"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Apr-22,"3,241,877,567"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,May-22,"3,600,565,890"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jun-22,"3,425,332,113"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jul-22,"3,244,557,457"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-22,"3,847,814,308"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Sep-22,"3,689,154,682"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Oct-22,"3,776,153,763"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Nov-22,"3,296,927,365"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Dec-22,"3,341,752,380"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,2023,"45,695,754,636"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jan-23,"3,612,899,913"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Feb-23,"3,527,012,201"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Mar-23,"4,065,820,619"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Apr-23,"3,694,853,105"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,May-23,"4,102,550,128"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jun-23,"3,846,970,600"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jul-23,"3,706,446,196"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-23,"4,317,971,847"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Sep-23,"3,917,798,357"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Oct-23,"3,863,496,521"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Nov-23,"3,700,278,192"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Dec-23,"3,339,656,957"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,2024,"47,464,629,612"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jan-24,"3,772,221,920"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Feb-24,"4,069,549,139"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Mar-24,"4,221,734,870"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Apr-24,"4,350,982,072"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,May-24,"4,244,891,388"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jun-24,"3,827,559,684"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jul-24,"3,730,929,051"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-24,"4,247,171,186"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Sep-24,"3,976,697,019"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Oct-24,"4,188,025,786"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Nov-24,"3,843,485,797"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Dec-24,"2,991,381,700"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,2025 through August,"30,866,777,387"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jan-25,"3,554,700,833"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Feb-25,"3,738,877,629"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Mar-25,"4,084,232,635"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Apr-25,"3,891,538,239"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,May-25,"3,910,766,458"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jun-25,"3,754,694,933"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Jul-25,"3,785,194,701"
8708 Parts & Access For Motor Vehicles (head 8701-8705),USMCA - U.S.-Mexico-Canada Agreement,Aug-25,"4,146,771,959"
